complaint_id,complaint_text,source,region,product_sku,created_at,category
66ff2e9a-5547-4f5a-9911-f2a777700aa6,"Har baar AC on karne pe MCB neeche gir jaata hai, dus minute bhi nahi chal pata. AC chalate hi MCB trip ho jaata hai paanch minute mein har baar.",app,Ahmedabad,1.5T-WINDOW,2026-04-05 17:31:51.288788+00:00,electrical_tripping
ed223152-52b8-4bcf-b2d0-26c9870559dc,There is a strange clicking sound from the indoor unit every few minutes. A constant buzzing sound from the indoor unit is very disturbing at night.,crm,Gurgaon,2.0T-SPLIT,2026-02-12 14:06:05.638221+00:00,noise_misc
d35996ba-d612-4fe3-8786-506f558a7b48,"Suspect gas leak from outdoor unit, hissing sound has been there for days. I can smell refrigerant gas around the AC unit, this seems unsafe.",app,Gurgaon,2.0T-CASSETTE,2026-02-26 00:03:44.567514+00:00,gas_leak
0b28cf81-b7b3-4dff-bcbd-c278eaca7f7a,"Suspect gas leak from outdoor unit, hissing sound has been there for days. Faint hissing noise from the indoor unit and a strange smell in the room.",crm,Ahmedabad,2.0T-CASSETTE,2026-02-10 09:47:15.921990+00:00,gas_leak
a4fc40e6-e829-43d3-a77c-476112c0ec97,Main circuit breaker keeps tripping whenever we switch on the AC. The AC trips the MCB after running for around five minutes every time.,call_center,Ahmedabad,1.5T-WINDOW,2026-03-29 07:45:07.102455+00:00,electrical_tripping
8e78a5a6-cc9f-4429-9d00-23ebfcaa1655,"Installation team did a sloppy job, drainage pipe is not connected correctly.",field_tech,Bangalore,1.5T-SPLIT,2026-03-19 04:13:21.926491+00:00,installation_defect
a1d1ef72-41dd-4d65-b25d-531d3def5a46,"Yaar AC barabar cooling nahi de raha, raat bhar pasine se bura haal hai.",app,Kolkata,3.0T-DUCT,2026-04-12 06:34:53.974447+00:00,cooling_inefficiency
eafe04a6-37e7-4740-b07a-f9cf5dd9e873,TERRIBLE SERVICE!! EXTRA HIDDEN CHARGES WERE ADDED TO MY BILL THAT WERE NEVER EXPLAINED!!,call_center,Kolkata,1.0T-SPLIT,2026-02-23 02:33:18.878367+00:00,billing_dispute
e8b315ae-5f13-450f-843b-3bd15be49833,"Faint hissing noise from the indoor unit and a strange smell in the room. Suspect gas leak from outdoor unit, hissing sound has been there for days.",call_center,Pune,1.5T-WINDOW,2026-04-23 05:00:52.136966+00:00,gas_leak
4d32a114-241b-4f8f-bd62-a52cfda16881,PATHETIC SERVICE!!! THERE IS HEAVY WATER LEAKAGE FROM THE AC AND IT HAS DAMAGED THE WALL. WATER KEEPS COMING OUT OF THE FRONT GRILL OF THE INDOOR UNIT!!!,app,Kolkata,1.5T-WINDOW,2026-03-22 17:51:41.695505+00:00,water_leakage
a0a08956-4092-4060-a8fa-d85cf931e464,Loud knocking sound from compressor every time the AC starts up. Outdoor unit has started making rattling and banging noises since yesterday.,field_tech,Delhi,1.0T-SPLIT,2026-04-24 02:39:56.146739+00:00,compressor_noise
93c3ae83-fcad-4398-9b88-ca93afb52735,"The outdoor unit bracket is loose and shaking, looks like installation defect.",call_center,Pune,1.5T-WINDOW,2026-02-08 04:53:45.250335+00:00,installation_defect
548aa624-5d81-4182-abd7-055848de3605,Indoor unit se halki si hissing aa rahi hai aur kamre mein ajeeb smell. Outdoor unit se hissing ki awaaz aa rahi hai aur chemical jaisi smell bhi.,crm,Kolkata,1.5T-WINDOW,2026-02-10 11:53:59.949974+00:00,gas_leak
7b321720-e63f-4c53-b732-e38907b860cc,"Pipe insulation is missing in several places, condensation forms on the wall.",crm,Hyderabad,3.0T-DUCT,2026-02-09 07:29:51.134118+00:00,installation_defect
6c532a14-d539-4a70-af82-63b6f8f882af,The invoice amount is different from the quote that was given on phone.,call_center,Bangalore,1.0T-SPLIT,2026-02-16 09:46:07.615226+00:00,billing_dispute
3df6b103-7a9e-4670-8926-74b304178f4d,There is heavy water leakage from the AC and it has damaged the wall.,call_center,Mumbai,2.0T-SPLIT,2026-04-07 05:44:58.818233+00:00,water_leakage
2cb9d946-10c2-44a1-b573-4c2ac30912c2,We set it to 18 but the room is still 28 degrees after a long time.,field_tech,Noida,2.0T-SPLIT,2026-01-30 23:40:36.664114+00:00,cooling_inefficiency
064aa6df-344a-4a29-a485-ec1e8db894ac,"Pipe insulation is missing in several places, condensation forms on the wall. Installation team did a sloppy job, drainage pipe is not connected correctly.",app,Delhi,1.0T-SPLIT,2026-03-06 11:27:25.643280+00:00,installation_defect
967b97e3-2b89-4b72-88e7-2c48888b8352,"Indoor blower se seeti jaisi awaaz aa rahi hai, aisi pehle kabhi nahi suni.",app,Chennai,2.0T-SPLIT,2026-02-14 04:13:58.874172+00:00,noise_misc
1c52fd12-a6ec-451d-9b62-d2818a737fbb,DISGUSTED SERVICE!!! THE TEMPERATURE STAYS AT 30 DEGREES NO MATTER WHAT WE SET ON THE REMOTE. WE SET IT TO 18 BUT THE ROOM IS STILL 28 DEGREES AFTER A LONG TIME!!!,field_tech,Noida,2.0T-SPLIT,2026-03-09 19:25:00.550962+00:00,cooling_inefficiency
155788a3-3c19-4b95-955c-34c0f87d57fe,Water keeps coming out of the front grill of the indoor unit.,crm,Bangalore,3.0T-DUCT,2026-03-12 04:39:09.568651+00:00,water_leakage
fb63cbd7-3fa5-4f64-97a6-1e541f1c7e14,"Itni heat hai room mein, AC chala kar bhi koi farak nahi pad raha. AC bilkul thanda nahi kar raha hai, room ekdum garam hai abhi bhi.",call_center,Hyderabad,2.0T-CASSETTE,2026-03-20 17:35:34.603116+00:00,cooling_inefficiency
92819a2c-4808-4eaa-a03a-a6dce5a66c51,Squeaking and creaking sound from the indoor fan whenever AC is running.,whatsapp,Pune,2.0T-SPLIT,2026-03-06 23:35:08.940382+00:00,noise_misc
381a6b0f-c70d-462c-b868-5bcb3aefdd81,"Heavy vibration and noise from the outdoor unit, neighbours have complained.",crm,Kolkata,3.0T-DUCT,2026-04-28 20:45:54.537401+00:00,compressor_noise
19147941-fa28-4daf-9086-eb7736d4852e,"There is a strong hissing sound near the outdoor unit and a chemical smell. I can smell refrigerant gas around the AC unit, this seems unsafe.",whatsapp,Gurgaon,1.0T-SPLIT,2026-03-29 23:42:43.650889+00:00,gas_leak
31609046-4edb-4122-9343-0b0615c59cf1,PATHETIC SERVICE!! INDOOR UNIT IS LEAKING WATER WE HAD TO PLACE A BUCKET BELOW IT. THERE IS HEAVY WATER LEAKAGE FROM THE AC AND IT HAS DAMAGED THE WALL!!,app,Bangalore,2.0T-SPLIT,2026-04-08 04:10:12.433858+00:00,water_leakage
0abacf01-1a2d-455f-a85e-02ed59ac1486,"Room still feels hot and humid, the AC is barely making any difference. Cooling has been very poor since last week, almost no cold air comes out.",call_center,Delhi,1.0T-SPLIT,2026-02-13 04:18:06.947169+00:00,cooling_inefficiency
07c063a3-3e62-4e4b-9a3d-79c63ae26e68,The temperature stays at 30 degrees no matter what we set on the remote. We set it to 18 but the room is still 28 degrees after a long time.,app,Gurgaon,1.0T-SPLIT,2026-03-07 12:09:15.126723+00:00,cooling_inefficiency
8d880016-0eb6-46b2-ab81-9333b5011c18,"Itni heat hai room mein, AC chala kar bhi koi farak nahi pad raha.",app,Noida,3.0T-DUCT,2026-02-18 22:53:31.888038+00:00,cooling_inefficiency
37c91f3d-72e5-4f4d-b001-07af34335aa1,"Room still feels hot and humid, the AC is barely making any difference. The temperature stays at 30 degrees no matter what we set on the remote.",app,Chennai,2.0T-SPLIT,2026-04-21 05:39:48.684146+00:00,cooling_inefficiency
095e1b67-2b1e-4fab-97c6-5d57cff1868f,There is a strange clicking sound from the indoor unit every few minutes.,field_tech,Noida,3.0T-DUCT,2026-02-27 01:55:28.204393+00:00,noise_misc
77879ef2-623f-403d-9552-2b0859106d1f,We set it to 18 but the room is still 28 degrees after a long time. The temperature stays at 30 degrees no matter what we set on the remote.,crm,Gurgaon,2.0T-CASSETTE,2026-04-15 06:25:22.538794+00:00,cooling_inefficiency
91a9f312-e0c0-4ecb-afba-5ba640b7b615,FRAUD SERVICE!! THE TEMPERATURE STAYS AT 30 DEGREES NO MATTER WHAT WE SET ON THE REMOTE!!,whatsapp,Hyderabad,1.5T-WINDOW,2026-02-15 03:10:39.039042+00:00,cooling_inefficiency
e10dff27-a974-4d5f-ab24-903c6a955730,There is heavy water leakage from the AC and it has damaged the wall.,whatsapp,Ahmedabad,1.5T-SPLIT,2026-03-22 20:36:29.164377+00:00,water_leakage
54556d74-5215-47d1-ad7a-1f0bbfdcbe17,There is a loud grinding noise coming from the outdoor compressor unit. Compressor makes a very loud humming sound that wakes us up at night.,email,Chennai,2.0T-SPLIT,2026-02-21 13:59:52.521122+00:00,compressor_noise
a19830a0-0509-42ca-862f-5ca01fbbd566,Indoor unit se ajeeb si click click ki awaaz aati hai har kuch minute pe.,app,Ahmedabad,2.0T-CASSETTE,2026-02-05 01:54:12.338254+00:00,noise_misc
776df9ea-e13e-40b6-bb01-fa51110f4390,Water is dripping continuously from the indoor unit onto the floor. Water keeps coming out of the front grill of the indoor unit.,app,Bangalore,2.0T-SPLIT,2026-04-23 22:12:26.506999+00:00,water_leakage
03c79966-c80d-47a2-bcc6-b1f85c706c69,"Cooling has been very poor since last week, almost no cold air comes out.",crm,Pune,2.0T-SPLIT,2026-04-09 01:37:21.083233+00:00,cooling_inefficiency
29f2a890-818f-4bac-8e50-1c29bb974a6f,"Heavy vibration and noise from the outdoor unit, neighbours have complained. Compressor makes a very loud humming sound that wakes us up at night.",field_tech,Delhi,1.0T-SPLIT,2026-04-21 12:30:13.293609+00:00,compressor_noise
018b6e1e-f0ef-4e47-b67a-6e3efaebcfa8,The temperature stays at 30 degrees no matter what we set on the remote. AC is not cooling the room properly even after running for three hours.,field_tech,Pune,2.0T-CASSETTE,2026-02-18 22:57:18.451809+00:00,cooling_inefficiency
9205fff5-cd6d-4978-9a4c-5e8a5831cb7f,"Indoor unit is leaking water, we had to place a bucket below it. There is heavy water leakage from the AC and it has damaged the wall.",crm,Ahmedabad,1.5T-WINDOW,2026-02-04 05:35:58.110559+00:00,water_leakage
b1923038-11ed-457f-9bbd-1458bade6522,"Cooling theek se nahi ho rahi, kamre ka temperature kam hi nahi ho raha. AC bilkul thanda nahi kar raha hai, room ekdum garam hai abhi bhi.",crm,Gurgaon,2.0T-SPLIT,2026-04-22 23:53:31.160874+00:00,cooling_inefficiency
f70ff934-9ec1-4071-b523-ad2c178fdb96,"Strong gas smell near the AC, family is feeling uncomfortable in the room. Faint hissing noise from the indoor unit and a strange smell in the room.",call_center,Hyderabad,1.5T-WINDOW,2026-02-25 20:16:59.843873+00:00,gas_leak
ed5edb25-edd4-4749-80f0-52462877ae2c,"Booking keeps getting cancelled at the last minute, very unprofessional.",crm,Chennai,2.0T-CASSETTE,2026-03-14 15:46:26.084147+00:00,service_delay
ec8f887e-f186-4d45-b0b2-d6851878285f,"Main breaker bar bar gir jaata hai jab bhi AC ko on karte hain. AC chalu karte hi pure ghar ki light chali jaati hai, kuch garbar hai.",app,Pune,1.0T-SPLIT,2026-02-16 23:38:04.848825+00:00,electrical_tripping
f529efd8-2fa9-461b-ab7e-d717cc1e4b9d,There is a strong hissing sound near the outdoor unit and a chemical smell.,crm,Noida,2.0T-CASSETTE,2026-02-20 10:55:21.802173+00:00,gas_leak
8dd276e1-ca03-4257-a731-2073c8239e6b,We set it to 18 but the room is still 28 degrees after a long time.,call_center,Pune,3.0T-DUCT,2026-02-20 00:35:54.919892+00:00,cooling_inefficiency
3ebaae94-fb58-4115-bc3b-f28591c099ef,"Room still feels hot and humid, the AC is barely making any difference. AC is not cooling the room properly even after running for three hours.",field_tech,Ahmedabad,1.0T-SPLIT,2026-02-01 03:25:00.981688+00:00,cooling_inefficiency
13f3efa6-3bad-4b88-be3d-79cabb430b96,Invoice shows charges for parts that were never actually replaced or installed. I was charged twice for the same service visit on the credit card statement.,whatsapp,Gurgaon,1.5T-WINDOW,2026-04-25 12:04:31.857952+00:00,billing_dispute
7761bd50-a67f-4b71-bb70-1803101d4b4d,Remote pe 18 set kiya hai par room garam hi rehta hai pura time.,app,Hyderabad,3.0T-DUCT,2026-02-17 19:34:12.908465+00:00,cooling_inefficiency
49d34dd3-3d0f-4388-8527-2cc83eac8b2d,The technician never showed up despite three confirmed appointments this week.,email,Kolkata,1.5T-WINDOW,2026-04-27 01:02:45.689203+00:00,service_delay
4c476510-9dda-4ac9-9364-3ab70b68ab0e,Squeaking and creaking sound from the indoor fan whenever AC is running.,crm,Pune,3.0T-DUCT,2026-02-10 10:20:48.522706+00:00,noise_misc
ad9a1e8a-516c-4750-a689-0deed8e88b34,"The outdoor unit bracket is loose and shaking, looks like installation defect. Pipe insulation is missing in several places, condensation forms on the wall.",email,Ahmedabad,2.0T-SPLIT,2026-03-10 02:38:39.572004+00:00,installation_defect
72dbae34-72a7-439c-ba2f-c09a202376ca,"Installation team did a sloppy job, drainage pipe is not connected correctly.",call_center,Mumbai,2.0T-CASSETTE,2026-03-31 20:01:50.175788+00:00,installation_defect
bd774a61-5621-47ff-a6e0-9b7f55460f29,"Booking keeps getting cancelled at the last minute, very unprofessional.",crm,Ahmedabad,1.5T-SPLIT,2026-03-11 05:04:51.320993+00:00,service_delay
ff2121c2-e750-43f3-b759-6653c23f0449,The AC trips the MCB after running for around five minutes every time.,app,Pune,2.0T-CASSETTE,2026-04-26 17:26:07.184079+00:00,electrical_tripping
88ca7438-c20f-4659-9e4b-7350fc497537,The AC trips the MCB after running for around five minutes every time.,field_tech,Pune,2.0T-CASSETTE,2026-02-25 21:17:03.802831+00:00,electrical_tripping
39bb2391-cfa8-4072-85ab-024944960d66,Main circuit breaker keeps tripping whenever we switch on the AC.,email,Pune,2.0T-SPLIT,2026-03-07 08:40:39.992048+00:00,electrical_tripping
0f362719-cad6-46e2-812c-b71c63764baa,"Tin hafte ho gaye complaint kiye hue, abhi tak koi nahi aaya repair karne.",call_center,Hyderabad,2.0T-CASSETTE,2026-04-05 03:00:30.117891+00:00,service_delay
f08a9c86-60bc-4ea2-98bb-a6b673a257fb,AC is not cooling the room properly even after running for three hours.,field_tech,Ahmedabad,1.5T-WINDOW,2026-03-16 12:07:56.719903+00:00,cooling_inefficiency
a1affc55-64c2-4117-8520-5f6c4bcd7a7f,"Wrong amount has been charged, the bill is almost double the original quote. The invoice amount is different from the quote that was given on phone.",app,Chennai,1.0T-SPLIT,2026-03-21 05:03:50.264947+00:00,billing_dispute
59f5e470-5d2f-49f3-b386-4e2e7a0946ab,I was charged twice for the same service visit on the credit card statement.,whatsapp,Ahmedabad,1.5T-WINDOW,2026-03-19 00:58:17.609598+00:00,billing_dispute
4798db88-feca-407a-bedb-6df5355e24a9,Compressor makes a very loud humming sound that wakes us up at night.,crm,Gurgaon,1.5T-SPLIT,2026-04-01 04:20:08.300401+00:00,compressor_noise
5ee82ef3-18c6-44fe-9f19-ca96956bb2ac,Remote pe 18 set kiya hai par room garam hi rehta hai pura time.,whatsapp,Hyderabad,2.0T-CASSETTE,2026-02-06 05:24:02.740192+00:00,cooling_inefficiency
740f53fc-c421-4f3f-9ab7-b97dc640af89,There is a strong hissing sound near the outdoor unit and a chemical smell.,whatsapp,Hyderabad,2.0T-SPLIT,2026-03-17 00:04:19.619912+00:00,gas_leak
1ef2822e-99a3-452d-8201-393b1811ad77,"AC ke andar wali unit se paani lagatar gir raha hai, deewar kharab ho gayi.",email,Chennai,2.0T-SPLIT,2026-04-06 19:22:27.056176+00:00,water_leakage
e7973941-2138-426f-910e-c71b4b365eec,"AC repeatedly trips the breaker, we cannot use it for more than ten minutes.",field_tech,Kolkata,1.5T-SPLIT,2026-02-27 01:34:05.489186+00:00,electrical_tripping
9e8ea929-3b57-44fe-a17e-01db03b6874a,"Heavy vibration and noise from the outdoor unit, neighbours have complained. Outdoor unit has started making rattling and banging noises since yesterday.",whatsapp,Pune,1.5T-SPLIT,2026-03-18 17:42:33.315834+00:00,compressor_noise
385814b3-a7e2-4640-bc91-8ec6a03e9ac6,USELESS SERVICE!!!! WATER IS DRIPPING CONTINUOUSLY FROM THE INDOOR UNIT ONTO THE FLOOR!!!!,app,Hyderabad,2.0T-CASSETTE,2026-03-25 08:36:34.419737+00:00,water_leakage
6e86dc70-c89f-415d-98f0-495ac69ee428,A constant buzzing sound from the indoor unit is very disturbing at night. Some unusual ticking and snapping sounds from the indoor swing motor.,call_center,Pune,1.5T-SPLIT,2026-01-31 20:02:43.786751+00:00,noise_misc
0e0c444d-b629-4bd8-bab0-9788f958cb2c,"The AC trips the MCB after running for around five minutes every time. There is some electrical issue, MCB trips the moment compressor starts.",whatsapp,Delhi,2.0T-CASSETTE,2026-03-27 00:12:45.284826+00:00,electrical_tripping
3075bad9-3910-4e95-a4b4-c1c1b319cf95,Service request was logged ten days ago and there is still no response.,email,Hyderabad,1.5T-WINDOW,2026-02-22 18:45:20.646798+00:00,service_delay
a0bc5d73-6b3c-4f5d-bef9-f52f870df259,WORST SERVICE!! A CONSTANT BUZZING SOUND FROM THE INDOOR UNIT IS VERY DISTURBING AT NIGHT!!,email,Bangalore,1.5T-WINDOW,2026-02-08 11:14:57.509157+00:00,noise_misc
0a96f196-ddd6-42ea-9a71-477d9cb2c184,DISGUSTED SERVICE!! INVOICE SHOWS CHARGES FOR PARTS THAT WERE NEVER ACTUALLY REPLACED OR INSTALLED!!,whatsapp,Ahmedabad,1.5T-SPLIT,2026-02-12 23:24:00.709509+00:00,billing_dispute
f7c2872c-cc77-44b5-9354-278fe9c30dfc,"The outdoor unit bracket is loose and shaking, looks like installation defect. Installation team did a sloppy job, drainage pipe is not connected correctly.",email,Pune,2.0T-CASSETTE,2026-04-24 18:13:08.974018+00:00,installation_defect
1660df5e-7b7f-4b96-947a-cfe22a98883b,"AC repeatedly trips the breaker, we cannot use it for more than ten minutes.",app,Bangalore,1.0T-SPLIT,2026-02-18 18:58:05.540891+00:00,electrical_tripping
a1a48e3c-5d97-422a-8b2f-b3265221f9fc,I was charged twice for the same service visit on the credit card statement.,email,Gurgaon,1.5T-SPLIT,2026-04-21 00:55:40.847184+00:00,billing_dispute
35ee48ac-67f7-44c3-8b1e-ea7139c38772,"The outdoor unit bracket is loose and shaking, looks like installation defect. Pipe insulation is missing in several places, condensation forms on the wall.",email,Gurgaon,2.0T-CASSETTE,2026-01-30 23:52:57.401364+00:00,installation_defect
52239e29-5bcf-4000-bca9-701c7e411782,"Room still feels hot and humid, the AC is barely making any difference.",whatsapp,Noida,2.0T-SPLIT,2026-03-29 19:59:03.316132+00:00,cooling_inefficiency
e63b27b3-dc53-48e5-bf1e-519c29d1eeab,"Cooling has been very poor since last week, almost no cold air comes out.",whatsapp,Hyderabad,1.5T-SPLIT,2026-02-11 03:27:34.187691+00:00,cooling_inefficiency
00f8e6cc-f822-48d7-a899-04a29587bdc4,I was charged twice for the same service visit on the credit card statement.,email,Pune,1.5T-WINDOW,2026-03-11 18:14:55.333925+00:00,billing_dispute
9fb721cb-14fb-4b2b-9a53-cc4c0dacd4ec,AC is not cooling the room properly even after running for three hours.,call_center,Kolkata,1.5T-WINDOW,2026-03-28 10:23:55.468164+00:00,cooling_inefficiency
29e05c55-ecee-42b7-a87f-b17d94e75171,The technician never showed up despite three confirmed appointments this week.,email,Kolkata,1.0T-SPLIT,2026-04-18 20:51:28.425770+00:00,service_delay
47fc4b9e-46c8-4814-a2e5-1ecf71ab0dc2,Bill mein extra charges add kar diye jo kabhi bataye hi nahi the. Invoice mein amount alag hai aur phone pe quote alag bataya tha.,crm,Ahmedabad,3.0T-DUCT,2026-04-20 18:12:26.082597+00:00,billing_dispute
d14cfb8b-46c3-445e-9b3d-594fc1196dd4,WORST SERVICE!! THE TEMPERATURE STAYS AT 30 DEGREES NO MATTER WHAT WE SET ON THE REMOTE!!,email,Kolkata,2.0T-CASSETTE,2026-03-30 17:55:47.628368+00:00,cooling_inefficiency
6a53a3d4-2412-41d0-823d-a685bdb381bc,USELESS SERVICE!! WHENEVER THE AC IS TURNED ON THE ENTIRE ROOM LOSES POWER WITHIN A MINUTE. AC REPEATEDLY TRIPS THE BREAKER WE CANNOT USE IT FOR MORE THAN TEN MINUTES!!,crm,Bangalore,1.5T-SPLIT,2026-03-19 04:05:14.211097+00:00,electrical_tripping
c0640327-1265-4bac-bb46-3f1ea09fcc74,"Indoor unit seedha nahi laga, isi liye paani tapak raha hai pura time.",whatsapp,Kolkata,1.0T-SPLIT,2026-04-06 10:01:00.701684+00:00,installation_defect
e3b82e7a-4dc2-4079-a860-de254774c039,The temperature stays at 30 degrees no matter what we set on the remote.,crm,Hyderabad,1.5T-WINDOW,2026-03-08 14:54:14.880484+00:00,cooling_inefficiency
960edf56-d5a4-4aba-9d1a-22ec63de7acc,"Har baar AC on karne pe MCB neeche gir jaata hai, dus minute bhi nahi chal pata.",crm,Noida,1.5T-WINDOW,2026-02-11 01:53:03.124838+00:00,electrical_tripping
cf4db2da-b203-496b-97d9-eebc586fac19,"Booking keeps getting cancelled at the last minute, very unprofessional.",crm,Chennai,2.0T-CASSETTE,2026-02-03 09:41:30.686302+00:00,service_delay
26f1b8aa-b21c-46a6-b7fe-9d4c4dbcc8f7,FRAUD SERVICE!!! INDOOR UNIT IS NOT LEVELLED PROPERLY AND WATER DRIPS BECAUSE OF THE SLOPE!!!,app,Chennai,1.0T-SPLIT,2026-02-04 14:48:17.976890+00:00,installation_defect
896e11c0-e467-454f-95fa-2e5eeef95d69,"Bahar wali unit bahut khatarnak awaaz kar rahi hai, kuch toot raha lagta hai.",whatsapp,Bangalore,1.5T-WINDOW,2026-02-20 11:44:43.769618+00:00,compressor_noise
4871ffd6-c856-48e3-bf7c-551852084f78,"Outdoor unit has started making rattling and banging noises since yesterday. Heavy vibration and noise from the outdoor unit, neighbours have complained.",field_tech,Delhi,2.0T-SPLIT,2026-04-10 12:09:05.348210+00:00,compressor_noise
c3d1bf3c-8082-4b99-bc12-a09f5e329e17,A constant buzzing sound from the indoor unit is very disturbing at night.,field_tech,Delhi,1.5T-WINDOW,2026-02-20 03:26:25.240277+00:00,noise_misc
bb290eea-3ee2-4f3e-9e8c-14a89222dd02,"Pipe insulation is missing in several places, condensation forms on the wall.",crm,Delhi,3.0T-DUCT,2026-04-08 09:42:02.892690+00:00,installation_defect
03de0f6f-4b54-4e1f-8968-399145bd74ed,"AC bilkul thanda nahi kar raha hai, room ekdum garam hai abhi bhi. Yaar AC barabar cooling nahi de raha, raat bhar pasine se bura haal hai.",crm,Mumbai,2.0T-SPLIT,2026-04-01 16:02:39.477884+00:00,cooling_inefficiency
08d503b2-22d6-4122-a9a9-1cac75e0b5ec,"Wrong amount has been charged, the bill is almost double the original quote. Extra hidden charges were added to my bill that were never explained.",field_tech,Ahmedabad,2.0T-SPLIT,2026-04-05 14:51:34.306711+00:00,billing_dispute
3ecd9354-c0af-450c-95b4-63c80f229c24,"Electric ka problem hai, compressor start hote hi MCB trip ho jata hai. Main breaker bar bar gir jaata hai jab bhi AC ko on karte hain.",email,Chennai,1.5T-SPLIT,2026-03-25 16:39:05.723204+00:00,electrical_tripping
1a51802a-bf32-4aed-b7ee-a7f04bd57c1d,Service request was logged ten days ago and there is still no response. It has been three weeks since I raised the complaint and still no one came.,email,Bangalore,1.5T-WINDOW,2026-02-23 06:57:34.299977+00:00,service_delay
